FECHA,NOMBRE,PUESTO,dolarAsignacion,dolarBruto
2015-07-01,"MONZO, EMILIO",MINISTRO DE GOBIERNO,8775.13,5063.27
2015-07-01,"PEÑA, MARCOS",SECRETARIO GENERAL,8775.13,-3348.06
2015-07-01,"PEÑA, MARCOS",SECRETARIO GENERAL,8775.13,4965.27
2015-07-01,"REYBAUD, GRACIELA MABEL",MINISTRO DE SALUD,8775.13,-3727.11
2015-07-01,"REYBAUD, GRACIELA MABEL",MINISTRO DE SALUD,8775.13,4616.58
2015-07-01,"RODRIGUEZ LARRETA, HORACIO ANTONIO",JEFE DE GABINETE DE MINISTROS,8775.13,-3301.57
2015-07-01,"RODRIGUEZ LARRETA, HORACIO ANTONIO",JEFE DE GABINETE DE MINISTROS,8775.13,5028.24
2015-07-01,"STANLEY, CAROLINA",MINISTRA DE DESARROLLO SOCIAL,8775.13,-3365.79
2015-07-01,"STANLEY, CAROLINA",MINISTRA DE DESARROLLO SOCIAL,8775.13,4925.12
2015-07-01,"VIDAL, MARIA EUGENIA",VICE JEFA DE GOBIERNO,9038.11,-3263.72
2015-07-01,"VIDAL, MARIA EUGENIA",VICE JEFA DE GOBIERNO,9038.11,5273.07
2015-07-01,"nan, nan",DIRECTOR GENERAL,6142.59,6142.59
2015-07-01,"nan, nan",DIRECTOR GENERAL,6142.59,6142.59
2015-07-01,"nan, nan",DIRECTOR GENERAL ADJUNTO,6142.59,6142.59
2015-07-01,"nan, nan",DIRECTOR GENERAL ADJUNTO,6142.59,6142.59
2015-07-01,"nan, nan",SUBSECRETARIO,7020.1,7020.1
2015-07-01,"nan, nan",SUBSECRETARIO,7020.1,7020.1
2015-08-01,"BULLRICH, ESTEBAN JOSE",MINISTRO DE EDUCACION,8775.13,4597.03
2015-08-01,"CABRERA, FRANCISCO ADOLFO",MINISTRO DE DESARROLLO ECONOMICO,8775.13,4924.16
2015-08-01,"CENZON, EDGARDO DAVID",MINISTRO DE AMBIENTE Y ESPACIO PUBLICO,8775.13,4555.63
2015-08-01,"CHAIN, DANIEL GUSTAVO",MINISTRO DE DESARROLLO URBANO,8775.13,4932.73
2015-08-01,"CLUSELLAS, PABLO",SECRETARIO LEGAL Y TECNICO,8336.38,4595.11
2015-08-01,"DE GODOY, MIGUEL ANGEL",SECRETARIO DE MEDIOS,8336.38,4652.61
2015-08-01,"GAYTAN, FACUNDO AMADO",SECRETARIO DE COMUNICACION SOCIAL,8336.38,4652.61
2015-08-01,"GRINDETTI, NESTOR OSVALDO",MINISTRO DE HACIENDA,8775.13,4924.16
2015-08-01,"IBARRA, ANDRES HORACIO",MINISTRO DE MODERNIZACION,8775.13,4889.12
2015-08-01,"LOMBARDI, HERNAN SANTIAGO",MINISTRO DE CULTURA,8775.13,4924.16
2015-08-01,"MACCHIAVELLI, EDUARDO ALBERTO",SECRETARIO DE GESTION COMUNAL Y ATENCION CIUDADANA,8336.38,4705.68
2015-08-01,"MACRI, MAURICIO",JEFE DE GOBIERNO,700.0,578.9
2015-08-01,"MONTENEGRO, GUILLERMO TRISTAN",MINISTRO DE JUSTICIA Y SEGURIDAD,8775.13,4924.16
2015-08-01,"MONZO, EMILIO",MINISTRO DE GOBIERNO,8775.13,4986.57
2015-08-01,"PEÑA, MARCOS",SECRETARIO GENERAL,8775.13,4866.9
2015-08-01,"REYBAUD, GRACIELA MABEL",MINISTRO DE SALUD,8775.13,4616.58
2015-08-01,"RODRIGUEZ LARRETA, HORACIO ANTONIO",JEFE DE GABINETE DE MINISTROS,8775.13,4828.77
2015-08-01,"STANLEY, CAROLINA",MINISTRA DE DESARROLLO SOCIAL,8775.13,4825.79
2015-08-01,"VIDAL, MARIA EUGENIA",VICE JEFA DE GOBIERNO,9038.11,5105.01
2015-08-01,"nan, nan",DIRECTOR GENERAL,6142.59,6142.59
2015-08-01,"nan, nan",DIRECTOR GENERAL ADJUNTO,6142.59,6142.59
2015-08-01,"nan, nan",SUBSECRETARIO,7020.1,7020.1
2015-09-01,"BULLRICH, ESTEBAN JOSE",MINISTRO DE EDUCACION,10266.92,6110.17
2015-09-01,"CABRERA, FRANCISCO ADOLFO",MINISTRO DE DESARROLLO ECONOMICO,10266.92,6357.21
2015-09-01,"CENZON, EDGARDO DAVID",MINISTRO DE AMBIENTE Y ESPACIO PUBLICO,10266.92,6046.7
2015-09-01,"CHAIN, DANIEL GUSTAVO",MINISTRO DE DESARROLLO URBANO,10266.92,6327.56
2015-09-01,"CLUSELLAS, PABLO",SECRETARIO LEGAL Y TECNICO,9753.58,6028.87
2015-09-01,"DE GODOY, MIGUEL ANGEL",SECRETARIO DE MEDIOS,9753.58,5922.11
2015-09-01,"GAYTAN, FACUNDO AMADO",SECRETARIO DE COMUNICACION SOCIAL,9753.58,5922.11
2015-09-01,"GRINDETTI, NESTOR OSVALDO",MINISTRO DE HACIENDA,10266.92,6372.16
2015-09-01,"IBARRA, ANDRES HORACIO",MINISTRO DE MODERNIZACION,10266.92,6236.89
2015-09-01,"LOMBARDI, HERNAN SANTIAGO",MINISTRO DE CULTURA,10266.92,6287.18
2015-09-01,"MACCHIAVELLI, EDUARDO ALBERTO",SECRETARIO DE GESTION COMUNAL Y ATENCION CIUDADANA,9753.58,6095.14
2015-09-01,"MACRI, MAURICIO",JEFE DE GOBIERNO,700.0,578.9
2015-09-01,"MONTENEGRO, GUILLERMO TRISTAN",MINISTRO DE JUSTICIA Y SEGURIDAD,10266.92,6325.99
2015-09-01,"MONZO, EMILIO",MINISTRO DE GOBIERNO,10266.92,6354.91
2015-09-01,"PEÑA, MARCOS",SECRETARIO GENERAL,10266.92,6535.08
2015-09-01,"REYBAUD, GRACIELA MABEL",MINISTRO DE SALUD,10266.92,5902.13
2015-09-01,"RODRIGUEZ LARRETA, HORACIO ANTONIO",JEFE DE GABINETE DE MINISTROS,10266.92,6166.66
2015-09-01,"STANLEY, CAROLINA",MINISTRA DE DESARROLLO SOCIAL,10266.92,6109.22
2015-09-01,"VIDAL, MARIA EUGENIA",VICE JEFA DE GOBIERNO,9038.11,5538.3
2015-09-01,"nan, nan",DIRECTOR GENERAL,7186.84,7186.84
2015-09-01,"nan, nan",DIRECTOR GENERAL ADJUNTO,7186.84,7186.84
2015-09-01,"nan, nan",SUBSECRETARIO,8213.54,8213.54
2015-10-01,"BULLRICH, ESTEBAN JOSE",MINISTRO DE EDUCACION,10266.92,6031.66
2015-10-01,"CABRERA, FRANCISCO ADOLFO",MINISTRO DE DESARROLLO ECONOMICO,10266.92,6357.22
2015-10-01,"CENZON, EDGARDO DAVID",MINISTRO DE AMBIENTE Y ESPACIO PUBLICO,10266.92,6016.03
2015-10-01,"CHAIN, DANIEL GUSTAVO",MINISTRO DE DESARROLLO URBANO,10266.92,6305.04
2015-10-01,"CLUSELLAS, PABLO",SECRETARIO LEGAL Y TECNICO,9753.58,5978.13
2015-10-01,"DE GODOY, MIGUEL ANGEL",SECRETARIO DE MEDIOS,9753.58,5922.11
2015-10-01,"GAYTAN, FACUNDO AMADO",SECRETARIO DE COMUNICACION SOCIAL,9753.58,5922.11
2015-10-01,"GRINDETTI, NESTOR OSVALDO",MINISTRO DE HACIENDA,10266.92,6372.16
2015-10-01,"IBARRA, ANDRES HORACIO",MINISTRO DE MODERNIZACION,10266.92,6207.88
2015-10-01,"LOMBARDI, HERNAN SANTIAGO",MINISTRO DE CULTURA,10266.92,6287.18
2015-10-01,"MACCHIAVELLI, EDUARDO ALBERTO",SECRETARIO DE GESTION COMUNAL Y ATENCION CIUDADANA,9753.58,5541.93
2015-10-01,"MACRI, MAURICIO",JEFE DE GOBIERNO,700.0,578.9
2015-10-01,"MONTENEGRO, GUILLERMO TRISTAN",MINISTRO DE JUSTICIA Y SEGURIDAD,10266.92,5824.67
2015-10-01,"MONZO, EMILIO",MINISTRO DE GOBIERNO,10266.92,6317.31
2015-10-01,"PEÑA, MARCOS",SECRETARIO GENERAL,10266.92,6653.44
2015-10-01,"REYBAUD, GRACIELA MABEL",MINISTRO DE SALUD,10266.92,5902.03
2015-10-01,"RODRIGUEZ LARRETA, HORACIO ANTONIO",JEFE DE GABINETE DE MINISTROS,10266.92,6106.81
2015-10-01,"STANLEY, CAROLINA",MINISTRA DE DESARROLLO SOCIAL,10266.92,6067.29
2015-10-01,"VIDAL, MARIA EUGENIA",VICE JEFA DE GOBIERNO,9038.11,5487.57
2015-10-01,"nan, nan",DIRECTOR GENERAL,7186.84,7186.84
2015-10-01,"nan, nan",DIRECTOR GENERAL ADJUNTO,7186.84,7186.84
2015-10-01,"nan, nan",SUBSECRETARIO,8213.54,8213.54
2015-11-01,"BULLRICH, ESTEBAN JOSE",MINISTRO DE EDUCACION,10266.92,5577.53
2015-11-01,"CABRERA, FRANCISCO ADOLFO",MINISTRO DE DESARROLLO ECONOMICO,10266.92,5796.67
2015-11-01,"CENZON, EDGARDO DAVID",MINISTRO DE AMBIENTE Y ESPACIO PUBLICO,10266.92,5463.04
2015-11-01,"CHAIN, DANIEL GUSTAVO",MINISTRO DE DESARROLLO URBANO,10266.92,5835.78
2015-11-01,"CLUSELLAS, PABLO",SECRETARIO LEGAL Y TECNICO,9753.58,5512.69
2015-11-01,"DE GODOY, MIGUEL ANGEL",SECRETARIO DE MEDIOS,9753.58,5504.79
2015-11-01,"GAYTAN, FACUNDO AMADO",SECRETARIO DE COMUNICACION SOCIAL,9753.58,5504.79
2015-11-01,"GRINDETTI, NESTOR OSVALDO",MINISTRO DE HACIENDA,10266.92,5824.67
2015-11-01,"IBARRA, ANDRES HORACIO",MINISTRO DE MODERNIZACION,10266.92,5824.67
2015-11-01,"LOMBARDI, HERNAN SANTIAGO",MINISTRO DE CULTURA,10266.92,5824.67
2015-11-01,"MACCHIAVELLI, EDUARDO ALBERTO",SECRETARIO DE GESTION COMUNAL Y ATENCION CIUDADANA,9753.58,5557.01
2015-11-01,"MACRI, MAURICIO",JEFE DE GOBIERNO,700.0,578.9
2015-11-01,"MONTENEGRO, GUILLERMO TRISTAN",MINISTRO DE JUSTICIA Y SEGURIDAD,10266.92,5824.67
2015-11-01,"MONZO, EMILIO",MINISTRO DE GOBIERNO,10266.92,5847.27
2015-11-01,"PEÑA, MARCOS",SECRETARIO GENERAL,10266.92,5888.52
2015-11-01,"REYBAUD, GRACIELA MABEL",MINISTRO DE SALUD,10266.92,5470.59
2015-11-01,"RODRIGUEZ LARRETA, HORACIO ANTONIO",JEFE DE GABINETE DE MINISTROS,10266.92,5719.56
2015-11-01,"STANLEY, CAROLINA",MINISTRA DE DESARROLLO SOCIAL,10266.92,5656.88
2015-11-01,"VIDAL, MARIA EUGENIA",VICE JEFA DE GOBIERNO,9490.01,5286.99
2015-11-01,"nan, nan",DIRECTOR GENERAL,7186.84,7186.84
2015-11-01,"nan, nan",DIRECTOR GENERAL ADJUNTO,7186.84,7186.84
2015-11-01,"nan, nan",SUBSECRETARIO,8213.54,8213.54
2015-12-01,"BULLRICH, ESTEBAN JOSE",MINISTRO DE EDUCACION,5710.98,3468.5
2015-12-01,"CABRERA, FRANCISCO ADOLFO",MINISTRO DE DESARROLLO ECONOMICO,5710.98,3645.72
2015-12-01,"CENZON, EDGARDO DAVID",MINISTRO DE AMBIENTE Y ESPACIO PUBLICO,5710.98,3566.32
2015-12-01,"CHAIN, DANIEL GUSTAVO",MINISTRO DE DESARROLLO URBANO,5710.98,3776.55
2015-12-01,"CLUSELLAS, PABLO",SECRETARIO LEGAL Y TECNICO,5425.42,3436.22
2015-12-01,"DE GODOY, MIGUEL ANGEL",SECRETARIO DE MEDIOS,5425.42,3576.17
2015-12-01,"GAYTAN, FACUNDO AMADO",SECRETARIO DE COMUNICACION SOCIAL,5425.42,3409.84
2015-12-01,"GRINDETTI, NESTOR OSVALDO",MINISTRO DE HACIENDA,5710.98,3641.76
2015-12-01,"IBARRA, ANDRES HORACIO",MINISTRO DE MODERNIZACION,5710.98,3744.27
2015-12-01,"LOMBARDI, HERNAN SANTIAGO",MINISTRO DE CULTURA,5710.98,3774.05
2015-12-01,"MACCHIAVELLI, EDUARDO ALBERTO",SECRETARIO DE GESTION COMUNAL Y ATENCION CIUDADANA,5425.42,3589.35
2015-12-01,"MACRI, MAURICIO",JEFE DE GOBIERNO,389.38,322.01
2015-12-01,"MONTENEGRO, GUILLERMO TRISTAN",MINISTRO DE JUSTICIA Y SEGURIDAD,5710.98,3774.05
2015-12-01,"MONZO, EMILIO",MINISTRO DE GOBIERNO,5710.98,3565.13
2015-12-01,"PEÑA, MARCOS",SECRETARIO GENERAL,5710.98,3539.35
2015-12-01,"REYBAUD, GRACIELA MABEL",MINISTRO DE SALUD,5710.98,3539.72
2015-12-01,"RODRIGUEZ LARRETA, HORACIO ANTONIO",JEFE DE GABINETE DE MINISTROS,5710.98,3687.72
2015-12-01,"STANLEY, CAROLINA",MINISTRA DE DESARROLLO SOCIAL,5710.98,3530.1
2015-12-01,"VIDAL, MARIA EUGENIA",VICE JEFA DE GOBIERNO,5278.82,3294.92
2015-12-01,"nan, nan",DIRECTOR GENERAL,5390.13,5390.13
2015-12-01,"nan, nan",DIRECTOR GENERAL ADJUNTO,5390.13,5390.13
2015-12-01,"nan, nan",SUBSECRETARIO,6160.16,6160.16
2017-01-01,"ACUÑA, MARIA SOLEDAD",MINISTRO DE EDUCACION,0.0,4300.73
2017-01-01,"ASTARLOA, GABRIEL MARIA",PROCURADOR GENERAL,0.0,7370.47
2017-01-01,"BENEGAS, FERNANDO",SECRETARIO DE PLANEAMIENTO,0.0,4176.0
2017-01-01,"BOU PEREZ, ANA MARIA",MINISTRO DE SALUD,0.0,4069.47
2017-01-01,"COELHO CHICANO, CHRISTIAN",SUBSECRETARIO DE CONTENIDOS,0.0,4151.47
2017-01-01,"COSTANTINO, SERGIO GABRIEL",SECRETARIO DE DESCENTRALIZACION,0.0,4363.0
2017-01-01,"D'ALESSANDRO, MARCELO SILVIO",SECRETARIO DE SEGURIDAD,0.0,4348.6
2017-01-01,"DI BENEDETTO, FEDERICO",SUBSECRETARIO DE COMUNICACION,0.0,4181.6
2017-01-01,"FERNANDEZ, DIEGO HERNAN",SECRETARIO DE INTEGRACION SOCIAL Y URBANA,0.0,4322.73
2017-01-01,"FREDA, MONICA BEATRIZ",SINDICATURA GENERAL DE LA CIUDAD,0.0,4524.33
2017-01-01,"FREIRE, ANDRES","MINISTRO DE MODERNIZACION, INNOVACION Y TECNOLOGIA",0.0,4553.87
2017-01-01,"GIUSTI, JOSE LUIS",SECRETARIO DE SEGURIDAD,0.0,4024.8
2017-01-01,"LEGUIZAMON, ISABELLA KARINA","PRESIDENTE DEL CONSEJO DE LOS DERECHOS DE NIÑAS, NIÑOS Y ADOLESCENTES",0.0,4195.27
2017-01-01,"LOPEZ, MATIAS",SECRETARIO DE DEPORTES Y DESARROLLO CIUDADANO,0.0,4151.47
2017-01-01,"MACCHIAVELLI, EDUARDO ALBERTO",MINISTRO DE AMBIENTE Y ESPACIO PUBLICO,0.0,4380.13
2017-01-01,"MENDEZ, JUAN JOSE",SECRETARIO DE TRANSPORTE,0.0,4018.13
2017-01-01,"MIGUEL, FELIPE OSCAR",JEFE DE GABINETE DE MINISTROS,0.0,4261.4
2017-01-01,"MOCCIA, FRANCO",MINISTRO DE DESARROLLO URBANO Y TRANSPORTE,0.0,4265.4
2017-01-01,"MONTIEL, MARIA LETICIA",SECRETARIO LEGAL Y TECNICA,0.0,4248.8
2017-01-01,"MURA, MARTIN",MINISTRO DE HACIENDA,0.0,4437.73
2017-01-01,"NACHON, MARCELO JORGE",SECRETARIO DE MEDIOS,0.0,4438.73
2017-01-01,"OCAMPO, FERNANDO MARTIN",MINISTRO DE JUSTICIA Y SEGURIDAD,0.0,4394.73
2017-01-01,"PETITT, ANGEL JORGE",MINISTRO DE CULTURA,0.0,4194.73
2017-01-01,"RODRIGUEZ LARRETA, HORACIO ANTONIO",JEFE DE GOBIERNO,0.0,4207.6
2017-01-01,"ROMERO, CLAUDIO ARIEL",SECRETARIO DE TERCERA EDAD,0.0,4031.47
2017-01-01,"SANTILLI, DIEGO CESAR",VICE JEFE DE GOBIERNO,0.0,4213.93
2017-01-01,"SCRENCI SILVA, BRUNO GUIDO",MINISTRO DE GOBIERNO,0.0,4453.87
2017-01-01,"STRAFACE, FERNANDO DIEGO",SECRETARIO DE GENERAL Y RELACIONES INTERNACIONALES,0.0,4292.2
2017-01-01,"TAGLIAFERRI, GUADALUPE",MINISTRO DE HABITAT Y DESARROLLO HUMANO,0.0,4261.4
2017-01-01,"UHALDE, MARIA PAULA",SECRETARIO DE CULTURA CIUDADANA Y FUNCION PUBLICA,0.0,4159.33
2017-02-01,"ACUÑA, MARIA SOLEDAD",MINISTRO DE EDUCACION,0.0,4982.53
2017-02-01,"ASTARLOA, GABRIEL MARIA",PROCURADOR GENERAL,0.0,7370.47
2017-02-01,"BENEGAS, FERNANDO",SECRETARIO DE PLANEAMIENTO,0.0,4447.0
2017-02-01,"BOU PEREZ, ANA MARIA",MINISTRO DE SALUD,0.0,4751.2
2017-02-01,"COELHO CHICANO, CHRISTIAN",SUBSECRETARIO DE CONTENIDOS,0.0,4632.4
2017-02-01,"COSTANTINO, SERGIO GABRIEL",SECRETARIO DE DESCENTRALIZACION,0.0,4658.87
2017-02-01,"D'ALESSANDRO, MARCELO SILVIO",SECRETARIO DE SEGURIDAD,0.0,4632.4
2017-02-01,"DI BENEDETTO, FEDERICO",SUBSECRETARIO DE COMUNICACION,0.0,4512.4
2017-02-01,"FERNANDEZ, DIEGO HERNAN",SECRETARIO DE INTEGRACION SOCIAL Y URBANA,0.0,4632.4
2017-02-01,"FREDA, MONICA BEATRIZ",SINDICATURA GENERAL DE LA CIUDAD,0.0,5169.8
2017-02-01,"FREIRE, ANDRES","MINISTRO DE MODERNIZACION, INNOVACION Y TECNOLOGIA",0.0,5104.0
2017-02-01,"GIUSTI, JOSE LUIS",SECRETARIO DE SEGURIDAD,0.0,4505.73
2017-02-01,"LEGUIZAMON, ISABELLA KARINA","PRESIDENTE DEL CONSEJO DE LOS DERECHOS DE NIÑAS, NIÑOS Y ADOLESCENTES",0.0,4494.6
2017-02-01,"LOPEZ, MATIAS",SECRETARIO DE DEPORTES Y DESARROLLO CIUDADANO,0.0,4499.07
2017-02-01,"MACCHIAVELLI, EDUARDO ALBERTO",MINISTRO DE AMBIENTE Y ESPACIO PUBLICO,0.0,4932.53
2017-02-01,"MENDEZ, JUAN JOSE",SECRETARIO DE TRANSPORTE,0.0,4499.07
2017-02-01,"MIGUEL, FELIPE OSCAR",JEFE DE GABINETE DE MINISTROS,0.0,4852.0
2017-02-01,"MOCCIA, FRANCO",MINISTRO DE DESARROLLO URBANO Y TRANSPORTE,0.0,4988.0
2017-02-01,"MONTIEL, MARIA LETICIA",SECRETARIO LEGAL Y TECNICA,0.0,5008.2
2017-02-01,"MURA, MARTIN",MINISTRO DE HACIENDA,0.0,4893.67
2017-02-01,"NACHON, MARCELO JORGE",SECRETARIO DE MEDIOS,0.0,5008.2
2017-02-01,"OCAMPO, FERNANDO MARTIN",MINISTRO DE JUSTICIA Y SEGURIDAD,0.0,5154.13
2017-02-01,"PETITT, ANGEL JORGE",MINISTRO DE CULTURA,0.0,4954.13
2017-02-01,"RODRIGUEZ LARRETA, HORACIO ANTONIO",JEFE DE GOBIERNO,0.0,3770.2
2017-02-01,"ROMERO, CLAUDIO ARIEL",SECRETARIO DE TERCERA EDAD,0.0,4512.4
2017-02-01,"SANTILLI, DIEGO CESAR",VICE JEFE DE GOBIERNO,0.0,3918.27
2017-02-01,"SCRENCI SILVA, BRUNO GUIDO",MINISTRO DE GOBIERNO,0.0,5192.07
2017-02-01,"STRAFACE, FERNANDO DIEGO",SECRETARIO DE GENERAL Y RELACIONES INTERNACIONALES,0.0,4901.2
2017-02-01,"TAGLIAFERRI, GUADALUPE",MINISTRO DE HABITAT Y DESARROLLO HUMANO,0.0,5020.8
2017-02-01,"UHALDE, MARIA PAULA",SECRETARIO DE CULTURA CIUDADANA Y FUNCION PUBLICA,0.0,4582.27
2017-03-01,"ACUÑA, MARIA SOLEDAD",MINISTRO DE EDUCACION,0.0,4927.6
2017-03-01,"ASTARLOA, GABRIEL MARIA",PROCURADOR GENERAL,0.0,7309.33
2017-03-01,"BENEGAS, FERNANDO",SECRETARIO DE PLANEAMIENTO,0.0,4429.73
2017-03-01,"BOU PEREZ, ANA MARIA",MINISTRO DE SALUD,0.0,4724.33
2017-03-01,"COELHO CHICANO, CHRISTIAN",SUBSECRETARIO DE CONTENIDOS,0.0,4432.67
2017-03-01,"COSTANTINO, SERGIO GABRIEL",SECRETARIO DE DESCENTRALIZACION,0.0,4477.07
2017-03-01,"D'ALESSANDRO, MARCELO SILVIO",SECRETARIO DE SEGURIDAD,0.0,4432.67
2017-03-01,"DI BENEDETTO, FEDERICO",SUBSECRETARIO DE COMUNICACION,0.0,4432.67
2017-03-01,"FERNANDEZ, DIEGO HERNAN",SECRETARIO DE INTEGRACION SOCIAL Y URBANA,0.0,4552.67
2017-03-01,"FREDA, MONICA BEATRIZ",SINDICATURA GENERAL DE LA CIUDAD,0.0,5157.53
2017-03-01,"FREIRE, ANDRES","MINISTRO DE MODERNIZACION, INNOVACION Y TECNOLOGIA",0.0,5129.0
2017-03-01,"GIUSTI, JOSE LUIS",SECRETARIO DE SEGURIDAD,0.0,4426.0
2017-03-01,"LEGUIZAMON, ISABELLA KARINA","PRESIDENTE DEL CONSEJO DE LOS DERECHOS DE NIÑAS, NIÑOS Y ADOLESCENTES",0.0,4414.8
2017-03-01,"LOPEZ, MATIAS",SECRETARIO DE DEPORTES Y DESARROLLO CIUDADANO,0.0,4419.33
2017-03-01,"MACCHIAVELLI, EDUARDO ALBERTO",MINISTRO DE AMBIENTE Y ESPACIO PUBLICO,0.0,4897.6
2017-03-01,"MENDEZ, JUAN JOSE",SECRETARIO DE TRANSPORTE,0.0,4419.33
2017-03-01,"MIGUEL, FELIPE OSCAR",JEFE DE GABINETE DE MINISTROS,0.0,4797.0
2017-03-01,"MOCCIA, FRANCO",MINISTRO DE DESARROLLO URBANO Y TRANSPORTE,0.0,4930.27
2017-03-01,"MONTIEL, MARIA LETICIA",SECRETARIO LEGAL Y TECNICA,0.0,4917.6
2017-03-01,"MURA, MARTIN",MINISTRO DE HACIENDA,0.0,4838.73
2017-03-01,"NACHON, MARCELO JORGE",SECRETARIO DE MEDIOS,0.0,4917.6
2017-03-01,"OCAMPO, FERNANDO MARTIN",MINISTRO DE JUSTICIA Y SEGURIDAD,0.0,5063.6
2017-03-01,"PETITT, ANGEL JORGE",MINISTRO DE CULTURA,0.0,4863.6
2017-03-01,"RODRIGUEZ LARRETA, HORACIO ANTONIO",JEFE DE GOBIERNO,0.0,3707.47
2017-03-01,"ROMERO, CLAUDIO ARIEL",SECRETARIO DE TERCERA EDAD,0.0,4432.67
2017-03-01,"SANTILLI, DIEGO CESAR",VICE JEFE DE GOBIERNO,0.0,3855.53
2017-03-01,"SCRENCI SILVA, BRUNO GUIDO",MINISTRO DE GOBIERNO,0.0,5101.33
2017-03-01,"STRAFACE, FERNANDO DIEGO",SECRETARIO DE GENERAL Y RELACIONES INTERNACIONALES,0.0,4846.27
2017-03-01,"TAGLIAFERRI, GUADALUPE",MINISTRO DE HABITAT Y DESARROLLO HUMANO,0.0,4930.27
2017-03-01,"UHALDE, MARIA PAULA",SECRETARIO DE CULTURA CIUDADANA Y FUNCION PUBLICA,0.0,4405.07
2017-04-01,"ACUÑA, MARIA SOLEDAD",MINISTRO DE EDUCACION,0.0,4930.27
2017-04-01,"ASTARLOA, GABRIEL MARIA",PROCURADOR GENERAL,0.0,7309.33
2017-04-01,"BENEGAS, FERNANDO",SECRETARIO DE PLANEAMIENTO,0.0,4397.87
2017-04-01,"BOU PEREZ, ANA MARIA",MINISTRO DE SALUD,0.0,4664.33
2017-04-01,"COELHO CHICANO, CHRISTIAN",SUBSECRETARIO DE CONTENIDOS,0.0,4432.67
2017-04-01,"COSTANTINO, SERGIO GABRIEL",SECRETARIO DE DESCENTRALIZACION,0.0,4465.2
2017-04-01,"D'ALESSANDRO, MARCELO SILVIO",SECRETARIO DE SEGURIDAD,0.0,4432.67
2017-04-01,"DI BENEDETTO, FEDERICO",SUBSECRETARIO DE COMUNICACION,0.0,4432.67
2017-04-01,"FERNANDEZ, DIEGO HERNAN",SECRETARIO DE INTEGRACION SOCIAL Y URBANA,0.0,4419.33
2017-04-01,"FREDA, MONICA BEATRIZ",SINDICATURA GENERAL DE LA CIUDAD,0.0,5126.47
2017-04-01,"FREIRE, ANDRES","MINISTRO DE MODERNIZACION, INNOVACION Y TECNOLOGIA",0.0,5057.13
2017-04-01,"GIUSTI, JOSE LUIS",SECRETARIO DE SEGURIDAD,0.0,4426.0
2017-04-01,"LEGUIZAMON, ISABELLA KARINA","PRESIDENTE DEL CONSEJO DE LOS DERECHOS DE NIÑAS, NIÑOS Y ADOLESCENTES",0.0,4414.8
2017-04-01,"LOPEZ, MATIAS",SECRETARIO DE DEPORTES Y DESARROLLO CIUDADANO,0.0,4419.33
2017-04-01,"MACCHIAVELLI, EDUARDO ALBERTO",MINISTRO DE AMBIENTE Y ESPACIO PUBLICO,0.0,4885.67
2017-04-01,"MENDEZ, JUAN JOSE",SECRETARIO DE TRANSPORTE,0.0,4419.33
2017-04-01,"MIGUEL, FELIPE OSCAR",JEFE DE GABINETE DE MINISTROS,0.0,4805.13
2017-04-01,"MOCCIA, FRANCO",MINISTRO DE DESARROLLO URBANO Y TRANSPORTE,0.0,4930.27
2017-04-01,"MONTIEL, MARIA LETICIA",SECRETARIO LEGAL Y TECNICA,0.0,4917.6
2017-04-01,"MURA, MARTIN",MINISTRO DE HACIENDA,0.0,4846.8
2017-04-01,"NACHON, MARCELO JORGE",SECRETARIO DE MEDIOS,0.0,4917.6
2017-04-01,"OCAMPO, FERNANDO MARTIN",MINISTRO DE JUSTICIA Y SEGURIDAD,0.0,5063.6
2017-04-01,"PETITT, ANGEL JORGE",MINISTRO DE CULTURA,0.0,4863.6
2017-04-01,"RODRIGUEZ LARRETA, HORACIO ANTONIO",JEFE DE GOBIERNO,0.0,3719.87
2017-04-01,"ROMERO, CLAUDIO ARIEL",SECRETARIO DE TERCERA EDAD,0.0,4432.67
2017-04-01,"SANTILLI, DIEGO CESAR",VICE JEFE DE GOBIERNO,0.0,3867.93
2017-04-01,"SCRENCI SILVA, BRUNO GUIDO",MINISTRO DE GOBIERNO,0.0,5101.33
2017-04-01,"STRAFACE, FERNANDO DIEGO",SECRETARIO DE GENERAL Y RELACIONES INTERNACIONALES,0.0,4854.33
2017-04-01,"TAGLIAFERRI, GUADALUPE",MINISTRO DE HABITAT Y DESARROLLO HUMANO,0.0,4930.27
2017-04-01,"UHALDE, MARIA PAULA",SECRETARIO DE CULTURA CIUDADANA Y FUNCION PUBLICA,0.0,4413.13
2017-05-01,"ACUÑA, MARIA SOLEDAD",MINISTRO DE EDUCACION,0.0,5888.31
2017-05-01,"ASTARLOA, GABRIEL MARIA",PROCURADOR GENERAL,0.0,7914.19
2017-05-01,"BENEGAS, FERNANDO",SECRETARIO DE PLANEAMIENTO,0.0,6580.44
2017-05-01,"BOU PEREZ, ANA MARIA",MINISTRO DE SALUD,0.0,5096.31
2017-05-01,"COELHO CHICANO, CHRISTIAN",SUBSECRETARIO DE CONTENIDOS,0.0,5424.19
2017-05-01,"COSTANTINO, SERGIO GABRIEL",SECRETARIO DE DESCENTRALIZACION,0.0,5800.31
2017-05-01,"D'ALESSANDRO, MARCELO SILVIO",SECRETARIO DE SEGURIDAD,0.0,4844.06
2017-05-01,"DI BENEDETTO, FEDERICO",SUBSECRETARIO DE COMUNICACION,0.0,4844.06
